id,family,date,sales,Trained,store_nbr,onpromotion
11199,FROZEN FOODS,6/1/16,130,1,1,25
11200,GROCERY I,6/1/16,3404,1,1,712
11201,GROCERY II,6/1/16,29,1,1,5
11202,MEATS,6/1/16,288.135,1,1,42
11203,POULTRY,6/1/16,415.095,1,1,38
11204,PRODUCE,6/1/16,4585.73,1,1,207
11205,SEAFOOD,6/1/16,30.380001,1,1,6
11206,BREAD/BAKERY,6/2/16,420.857,1,1,64
11207,EGGS,6/2/16,128,1,1,28
11208,FROZEN FOODS,6/2/16,108,1,1,24
11209,GROCERY I,6/2/16,2469,1,1,634
11210,GROCERY II,6/2/16,26,1,1,7
11211,MEATS,6/2/16,217.604,1,1,35
11212,POULTRY,6/2/16,244.06,1,1,34
11213,PRODUCE,6/2/16,2234.521,1,1,195
11214,SEAFOOD,6/2/16,24.797,1,1,6
11215,BREAD/BAKERY,6/3/16,510.872,1,1,78
11216,EGGS,6/3/16,169,1,1,26
11217,FROZEN FOODS,6/3/16,161.536,1,1,22
11218,GROCERY I,6/3/16,3876,1,1,672
11219,GROCERY II,6/3/16,14,1,1,7
11220,MEATS,6/3/16,653.814,1,1,49
11221,POULTRY,6/3/16,500.16998,1,1,37
11222,PRODUCE,6/3/16,2576.67,1,1,202
11223,SEAFOOD,6/3/16,57.01,1,1,7
11224,BREAD/BAKERY,6/4/16,525.297,1,1,81
11225,EGGS,6/4/16,149,1,1,26
11226,FROZEN FOODS,6/4/16,144.905,1,1,22
11227,GROCERY I,6/4/16,2799,1,1,669
11228,GROCERY II,6/4/16,12,1,1,4
11229,MEATS,6/4/16,358.69,1,1,41
11230,POULTRY,6/4/16,305.857,1,1,38
11231,PRODUCE,6/4/16,2593.005,1,1,200
11232,SEAFOOD,6/4/16,32.486,1,1,6
11233,BREAD/BAKERY,6/5/16,166.117,1,1,53
11234,EGGS,6/5/16,86,1,1,20
11235,FROZEN FOODS,6/5/16,55,1,1,21
11236,GROCERY I,6/5/16,1106,1,1,460
11237,GROCERY II,6/5/16,9,1,1,4
11238,MEATS,6/5/16,102.385,1,1,33
11239,POULTRY,6/5/16,138.895,1,1,34
11240,PRODUCE,6/5/16,1269.567,1,1,185
11241,SEAFOOD,6/5/16,12.854,1,1,5
11242,BREAD/BAKERY,6/6/16,471.586,1,1,72
11243,EGGS,6/6/16,135,1,1,25
11244,FROZEN FOODS,6/6/16,86,1,1,20
11245,GROCERY I,6/6/16,2821,1,1,682
11246,GROCERY II,6/6/16,13,1,1,4
11247,MEATS,6/6/16,272.451,1,1,45
11248,POULTRY,6/6/16,268.996,1,1,37
11249,PRODUCE,6/6/16,2593.344,1,1,201
11250,SEAFOOD,6/6/16,29.619,1,1,6
11251,BREAD/BAKERY,6/7/16,417.963,1,1,76
11252,EGGS,6/7/16,101,1,1,26
11253,FROZEN FOODS,6/7/16,115,1,1,26
11254,GROCERY I,6/7/16,2790,1,1,663
11255,GROCERY II,6/7/16,21,1,1,5
11256,MEATS,6/7/16,258.249,1,1,43
11257,POULTRY,6/7/16,310.043,1,1,34
11258,PRODUCE,6/7/16,2216.962,1,1,201
11259,SEAFOOD,6/7/16,27.912,1,1,6
11260,BREAD/BAKERY,6/8/16,545.531,1,1,84
11261,EGGS,6/8/16,172,1,1,28
11262,FROZEN FOODS,6/8/16,141,1,1,25
11263,GROCERY I,6/8/16,3208,1,1,706
11264,GROCERY II,6/8/16,19,1,1,3
11265,MEATS,6/8/16,311.525,1,1,43
11266,POULTRY,6/8/16,325.287,1,1,37
11267,PRODUCE,6/8/16,4235.838,1,1,208
11268,SEAFOOD,6/8/16,33.85,1,1,7
11269,BREAD/BAKERY,6/9/16,403.293,1,1,77
11270,EGGS,6/9/16,97,1,1,24
11271,FROZEN FOODS,6/9/16,120.685,1,1,23
11272,GROCERY I,6/9/16,2079,1,1,623
11273,GROCERY II,6/9/16,28,1,1,5
11274,MEATS,6/9/16,191.467,1,1,35
11275,POULTRY,6/9/16,202.837,1,1,29
11276,PRODUCE,6/9/16,1716.031,1,1,190
11277,SEAFOOD,6/9/16,11.653,1,1,5
11278,BREAD/BAKERY,6/10/16,535.751,1,1,79
11279,EGGS,6/10/16,146,1,1,24
11280,FROZEN FOODS,6/10/16,119,1,1,25
11281,GROCERY I,6/10/16,2900,1,1,662
11282,GROCERY II,6/10/16,29,1,1,8
11283,MEATS,6/10/16,650.15497,1,1,49
11284,POULTRY,6/10/16,445.886,1,1,39
11285,PRODUCE,6/10/16,2636.255,1,1,206
11286,SEAFOOD,6/10/16,50.755,1,1,7
11287,BREAD/BAKERY,6/11/16,417.852,1,1,75
11288,EGGS,6/11/16,148,1,1,25
11289,FROZEN FOODS,6/11/16,133,1,1,23
11290,GROCERY I,6/11/16,2436,1,1,633
11291,GROCERY II,6/11/16,49,1,1,6
11292,MEATS,6/11/16,213.438,1,1,40
11293,POULTRY,6/11/16,301.883,1,1,37
11294,PRODUCE,6/11/16,2540.767,1,1,204
11295,SEAFOOD,6/11/16,30.646,1,1,7
11296,BREAD/BAKERY,6/12/16,183.319,1,1,51
11297,EGGS,6/12/16,75,1,1,17
11298,FROZEN FOODS,6/12/16,90,1,1,24
11299,GROCERY I,6/12/16,1184,1,1,435
11300,GROCERY II,6/12/16,7,1,1,3
11301,MEATS,6/12/16,81.139,1,1,34
11302,POULTRY,6/12/16,151.126,1,1,30
11303,PRODUCE,6/12/16,1214.52,1,1,194
11304,SEAFOOD,6/12/16,19.367,1,1,5
11305,BREAD/BAKERY,6/13/16,462.029,1,1,76
11306,EGGS,6/13/16,118,1,1,24
11307,FROZEN FOODS,6/13/16,94,1,1,20
11308,GROCERY I,6/13/16,2374,1,1,635
11309,GROCERY II,6/13/16,9,1,1,5
11310,MEATS,6/13/16,247,1,1,43
11311,POULTRY,6/13/16,282.795,1,1,35
11312,PRODUCE,6/13/16,2529.147,1,1,210
11313,SEAFOOD,6/13/16,21.382,1,1,6
11314,BREAD/BAKERY,6/14/16,467.203,1,1,85
11315,EGGS,6/14/16,112,1,1,26
11316,FROZEN FOODS,6/14/16,98,1,1,25
11317,GROCERY I,6/14/16,2301,1,1,634
11318,GROCERY II,6/14/16,25,1,1,7
11319,MEATS,6/14/16,313.988,1,1,44
11320,POULTRY,6/14/16,281.084,1,1,34
11321,PRODUCE,6/14/16,2108.374,1,1,209
11322,SEAFOOD,6/14/16,26.024,1,1,5
11323,BREAD/BAKERY,6/15/16,507.85,1,1,76
11324,EGGS,6/15/16,173,1,1,23
11325,FROZEN FOODS,6/15/16,99,1,1,26
11326,GROCERY I,6/15/16,3015,1,1,682
11327,GROCERY II,6/15/16,35,1,1,8
11328,MEATS,6/15/16,293.058,1,1,45
11329,POULTRY,6/15/16,422.015,1,1,38
11330,PRODUCE,6/15/16,3978.233,1,1,218
11331,SEAFOOD,6/15/16,38.364998,1,1,7
11332,BREAD/BAKERY,6/16/16,413.355,1,1,68
11333,EGGS,6/16/16,128,1,1,21
11334,FROZEN FOODS,6/16/16,156,1,1,26
11335,GROCERY I,6/16/16,2370,1,1,638
11336,GROCERY II,6/16/16,18,1,1,5
11337,MEATS,6/16/16,249.847,1,1,43
11338,POULTRY,6/16/16,270.239,1,1,36
11339,PRODUCE,6/16/16,2155.479,1,1,203
11340,SEAFOOD,6/16/16,21.562,1,1,7
11341,BREAD/BAKERY,6/17/16,474.722,1,1,80
11342,EGGS,6/17/16,134,1,1,23
11343,FROZEN FOODS,6/17/16,166.54199,1,1,27
11344,GROCERY I,6/17/16,2624,1,1,658
11345,GROCERY II,6/17/16,25,1,1,5
11346,MEATS,6/17/16,650.473,1,1,48
11347,POULTRY,6/17/16,393.274,1,1,39
11348,PRODUCE,6/17/16,2443.747,1,1,209
11349,SEAFOOD,6/17/16,32.799,1,1,6
11350,BREAD/BAKERY,6/18/16,418.65,1,1,82
11351,EGGS,6/18/16,150,1,1,23
11352,FROZEN FOODS,6/18/16,172,1,1,24
11353,GROCERY I,6/18/16,2823,1,1,672
11354,GROCERY II,6/18/16,17,1,1,5
11355,MEATS,6/18/16,292.205,1,1,43
11356,POULTRY,6/18/16,267.656,1,1,36
11357,PRODUCE,6/18/16,2803.41,1,1,209
11358,SEAFOOD,6/18/16,35.01,1,1,7
11359,BREAD/BAKERY,6/19/16,186.396,1,1,61
11360,EGGS,6/19/16,80,1,1,18
11361,FROZEN FOODS,6/19/16,74,1,1,20
11362,GROCERY I,6/19/16,1042,1,1,416
11363,GROCERY II,6/19/16,6,1,1,2
11364,MEATS,6/19/16,115.576004,1,1,33
11365,POULTRY,6/19/16,116.153,1,1,29
11366,PRODUCE,6/19/16,1111.445,1,1,187
11367,SEAFOOD,6/19/16,7.835,1,1,4
11368,BREAD/BAKERY,6/20/16,505.648,1,1,77
11369,EGGS,6/20/16,160,1,1,26
11370,FROZEN FOODS,6/20/16,87,1,1,20
11371,GROCERY I,6/20/16,2598,1,1,649
11372,GROCERY II,6/20/16,18,1,1,6
11373,MEATS,6/20/16,273.673,1,1,42
11374,POULTRY,6/20/16,283.59702,1,1,37
11375,PRODUCE,6/20/16,2330.452,1,1,215
11376,SEAFOOD,6/20/16,22.066,1,1,5
11377,BREAD/BAKERY,6/21/16,369.447,1,1,74
11378,EGGS,6/21/16,105,1,1,24
11379,FROZEN FOODS,6/21/16,90,1,1,22
11380,GROCERY I,6/21/16,2525,1,1,648
11381,GROCERY II,6/21/16,17,1,1,3
11382,MEATS,6/21/16,407.721,1,1,41
11383,POULTRY,6/21/16,278.777,1,1,38
11384,PRODUCE,6/21/16,1993.213,1,1,206
11385,SEAFOOD,6/21/16,26.716,1,1,5
11386,BREAD/BAKERY,6/22/16,506.667,1,1,78
11387,EGGS,6/22/16,176,1,1,28
11388,FROZEN FOODS,6/22/16,90,1,1,21
11389,GROCERY I,6/22/16,2685,1,1,666
11390,GROCERY II,6/22/16,34,1,1,5
11391,MEATS,6/22/16,326.604,1,1,46
11392,POULTRY,6/22/16,315.54102,1,1,39
11393,PRODUCE,6/22/16,3973.717,1,1,215
11394,SEAFOOD,6/22/16,15.123,1,1,5
11395,BREAD/BAKERY,6/23/16,435.372,1,1,73
11396,EGGS,6/23/16,108,1,1,22
11397,FROZEN FOODS,6/23/16,84,1,1,23
11398,GROCERY I,6/23/16,2330,1,1,661
11399,GROCERY II,6/23/16,21,1,1,6
11400,MEATS,6/23/16,226.898,1,1,38
11401,POULTRY,6/23/16,204.199,1,1,39
11402,PRODUCE,6/23/16,2163.463,1,1,204
11403,SEAFOOD,6/23/16,22.139,1,1,5
11404,BREAD/BAKERY,6/24/16,436.198,1,1,79
11405,EGGS,6/24/16,133,1,1,27
11406,FROZEN FOODS,6/24/16,164,1,1,25
11407,GROCERY I,6/24/16,2550,1,1,641
11408,GROCERY II,6/24/16,15,1,1,3
11409,MEATS,6/24/16,683.427,1,1,46
11410,POULTRY,6/24/16,384.544,1,1,37
11411,PRODUCE,6/24/16,2165.756,1,1,208
11412,SEAFOOD,6/24/16,31.345001,1,1,6
11413,BREAD/BAKERY,6/25/16,435.601,1,1,78
11414,EGGS,6/25/16,159,1,1,26
11415,FROZEN FOODS,6/25/16,129.471,1,1,22
11416,GROCERY I,6/25/16,2529,1,1,649
11417,GROCERY II,6/25/16,29,1,1,7
11418,MEATS,6/25/16,243.862,1,1,42
11419,POULTRY,6/25/16,360.39,1,1,39
11420,PRODUCE,6/25/16,2587.456,1,1,201
11421,SEAFOOD,6/25/16,27.374,1,1,4
11422,BREAD/BAKERY,6/26/16,212.319,1,1,53
11423,EGGS,6/26/16,78,1,1,25
11424,FROZEN FOODS,6/26/16,49,1,1,20
11425,GROCERY I,6/26/16,1216,1,1,466
11426,GROCERY II,6/26/16,17,1,1,3
11427,MEATS,6/26/16,102.107,1,1,31
11428,POULTRY,6/26/16,116.825,1,1,32
11429,PRODUCE,6/26/16,1311.726,1,1,193
11430,SEAFOOD,6/26/16,11.757,1,1,6
11431,BREAD/BAKERY,6/27/16,493.905,1,1,80
11432,EGGS,6/27/16,155,1,1,27
11433,FROZEN FOODS,6/27/16,118.101,1,1,27
11434,GROCERY I,6/27/16,2390,1,1,641
11435,GROCERY II,6/27/16,17,1,1,6
11436,MEATS,6/27/16,280.627,1,1,42
11437,POULTRY,6/27/16,269.666,1,1,38
11438,PRODUCE,6/27/16,2280.296,1,1,206
11439,SEAFOOD,6/27/16,21.177,1,1,6
11440,BREAD/BAKERY,6/28/16,427.174,1,1,77
11441,EGGS,6/28/16,120,1,1,24
11442,FROZEN FOODS,6/28/16,106,1,1,25
11443,GROCERY I,6/28/16,2987,1,1,642
11444,GROCERY II,6/28/16,53,1,1,5
11445,MEATS,6/28/16,228.768,1,1,39
11446,POULTRY,6/28/16,241.71,1,1,37
11447,PRODUCE,6/28/16,1918.368,1,1,200
11448,SEAFOOD,6/28/16,27.013,1,1,7
11449,BREAD/BAKERY,6/29/16,446.839,1,1,77
11450,EGGS,6/29/16,128,1,1,28
11451,FROZEN FOODS,6/29/16,94,1,1,23
11452,GROCERY I,6/29/16,2596,1,1,653
11453,GROCERY II,6/29/16,23,1,1,5
11454,MEATS,6/29/16,254.479,1,1,40
11455,POULTRY,6/29/16,301.036,1,1,38
11456,PRODUCE,6/29/16,3509.9639,1,1,209
11457,SEAFOOD,6/29/16,24.492,1,1,5
11458,BREAD/BAKERY,6/30/16,447.674,1,1,79
11459,EGGS,6/30/16,108,1,1,25
11460,FROZEN FOODS,6/30/16,96,1,1,25
11461,GROCERY I,6/30/16,2155,1,1,610
11462,GROCERY II,6/30/16,11,1,1,6
11463,MEATS,6/30/16,245.942,1,1,37
11464,POULTRY,6/30/16,300.179,1,1,40
11465,PRODUCE,6/30/16,2165.404,1,1,199
11466,SEAFOOD,6/30/16,19.688,1,1,7
11467,BREAD/BAKERY,7/1/16,522.509,1,1,83
11468,EGGS,7/1/16,191,1,1,28
11469,FROZEN FOODS,7/1/16,183,1,1,25
11470,GROCERY I,7/1/16,3213,1,1,680
11471,GROCERY II,7/1/16,21,1,1,5
11472,MEATS,7/1/16,666.084,1,1,47
11473,POULTRY,7/1/16,413.785,1,1,40
11474,PRODUCE,7/1/16,2794.757,1,1,207
11475,SEAFOOD,7/1/16,38.699,1,1,6
11476,BREAD/BAKERY,7/2/16,473.826,1,1,81
11477,EGGS,7/2/16,161,1,1,26
11478,FROZEN FOODS,7/2/16,134.05,1,1,28
11479,GROCERY I,7/2/16,2795,1,1,666
11480,GROCERY II,7/2/16,32,1,1,4
11481,MEATS,7/2/16,291.741,1,1,45
11482,POULTRY,7/2/16,315.537,1,1,37
11483,PRODUCE,7/2/16,2450.156,1,1,202
11484,SEAFOOD,7/2/16,28.574,1,1,6
11485,BREAD/BAKERY,7/3/16,176.868,1,1,57
11486,EGGS,7/3/16,87,1,1,22
11487,FROZEN FOODS,7/3/16,58,1,1,24
11488,GROCERY I,7/3/16,1263,1,1,480
11489,GROCERY II,7/3/16,2,1,1,1
11490,MEATS,7/3/16,226.719,1,1,37
11491,POULTRY,7/3/16,146.6,1,1,36
11492,PRODUCE,7/3/16,1229.097,1,1,183
11493,SEAFOOD,7/3/16,14.867001,1,1,6
11494,BREAD/BAKERY,7/4/16,485.606,1,1,81
11495,EGGS,7/4/16,148,1,1,23
11496,FROZEN FOODS,7/4/16,97,1,1,25
11497,GROCERY I,7/4/16,2946,1,1,683
11498,GROCERY II,7/4/16,16,1,1,2
11499,MEATS,7/4/16,302.02,1,1,45
11500,POULTRY,7/4/16,333.099,1,1,36
11501,PRODUCE,7/4/16,2880.821,1,1,210
11502,SEAFOOD,7/4/16,34.992,1,1,7
11503,BREAD/BAKERY,7/5/16,418.7,1,1,82
11504,EGGS,7/5/16,129,1,1,24
11505,FROZEN FOODS,7/5/16,81,1,1,21
11506,GROCERY I,7/5/16,2479,1,1,653
11507,GROCERY II,7/5/16,14,1,1,6
11508,MEATS,7/5/16,284.06,1,1,44
11509,POULTRY,7/5/16,342.435,1,1,40
11510,PRODUCE,7/5/16,2176.29,1,1,202
11511,SEAFOOD,7/5/16,34.445,1,1,5
11512,BREAD/BAKERY,7/6/16,501.161,1,1,77
11513,EGGS,7/6/16,167,1,1,28
11514,FROZEN FOODS,7/6/16,125.554,1,1,27
11515,GROCERY I,7/6/16,3117,1,1,694
11516,GROCERY II,7/6/16,43,1,1,5
11517,MEATS,7/6/16,319.234,1,1,43
11518,POULTRY,7/6/16,327.917,1,1,38
11519,PRODUCE,7/6/16,3651.419,1,1,213
11520,SEAFOOD,7/6/16,23.526001,1,1,6
11521,BREAD/BAKERY,7/7/16,448.949,1,1,77
11522,EGGS,7/7/16,119,1,1,24
11523,FROZEN FOODS,7/7/16,99,1,1,19
11524,GROCERY I,7/7/16,2325,1,1,632
11525,GROCERY II,7/7/16,18,1,1,6
11526,MEATS,7/7/16,238.025,1,1,45
11527,POULTRY,7/7/16,267.577,1,1,35
11528,PRODUCE,7/7/16,2103.957,1,1,198
11529,SEAFOOD,7/7/16,32.153,1,1,6
11530,BREAD/BAKERY,7/8/16,498.121,1,1,78
11531,EGGS,7/8/16,144,1,1,25
11532,FROZEN FOODS,7/8/16,143.436,1,1,25
11533,GROCERY I,7/8/16,2807,1,1,678
11534,GROCERY II,7/8/16,21,1,1,5
11535,MEATS,7/8/16,607.966,1,1,45
11536,POULTRY,7/8/16,417.974,1,1,37
11537,PRODUCE,7/8/16,2546.11,1,1,203
11538,SEAFOOD,7/8/16,33.711,1,1,5
11539,BREAD/BAKERY,7/9/16,368.733,1,1,67
11540,EGGS,7/9/16,158,1,1,24
11541,FROZEN FOODS,7/9/16,135.226,1,1,28
11542,GROCERY I,7/9/16,2196,1,1,614
11543,GROCERY II,7/9/16,19,1,1,4
11544,MEATS,7/9/16,187.499,1,1,42
11545,POULTRY,7/9/16,268.154,1,1,37
11546,PRODUCE,7/9/16,2353.724,1,1,205
11547,SEAFOOD,7/9/16,31.454,1,1,6
11548,BREAD/BAKERY,7/10/16,192.837,1,1,58
11549,EGGS,7/10/16,61,1,1,21
11550,FROZEN FOODS,7/10/16,65,1,1,22
11551,GROCERY I,7/10/16,1044,1,1,436
11552,GROCERY II,7/10/16,9,1,1,5
11553,MEATS,7/10/16,84.246,1,1,27
11554,POULTRY,7/10/16,140.049,1,1,33
11555,PRODUCE,7/10/16,1095.455,1,1,177
11556,SEAFOOD,7/10/16,9.81,1,1,5
11557,BREAD/BAKERY,7/11/16,454.339,1,1,74
11558,EGGS,7/11/16,136,1,1,25
11559,FROZEN FOODS,7/11/16,70,1,1,22
11560,GROCERY I,7/11/16,2373,1,1,649
11561,GROCERY II,7/11/16,12,1,1,3
11562,MEATS,7/11/16,214.454,1,1,40
11563,POULTRY,7/11/16,272.071,1,1,37
11564,PRODUCE,7/11/16,2378.553,1,1,202
11565,SEAFOOD,7/11/16,15.6779995,1,1,6
11566,BREAD/BAKERY,7/12/16,381.756,1,1,72
11567,EGGS,7/12/16,116,1,1,25
11568,FROZEN FOODS,7/12/16,95,1,1,22
11569,GROCERY I,7/12/16,2254,1,1,632
11570,GROCERY II,7/12/16,19,1,1,4
11571,MEATS,7/12/16,249.082,1,1,43
11572,POULTRY,7/12/16,263.216,1,1,36
11573,PRODUCE,7/12/16,1846.253,1,1,196
11574,SEAFOOD,7/12/16,13.998,1,1,6
11575,BREAD/BAKERY,7/13/16,512.209,1,1,74
11576,EGGS,7/13/16,149,1,1,25
11577,FROZEN FOODS,7/13/16,106.983,1,1,24
11578,GROCERY I,7/13/16,2955,1,1,692
11579,GROCERY II,7/13/16,30,1,1,5
11580,MEATS,7/13/16,282.315,1,1,43
11581,POULTRY,7/13/16,334.808,1,1,37
11582,PRODUCE,7/13/16,3760.097,1,1,210
11583,SEAFOOD,7/13/16,32.36,1,1,6
11584,BREAD/BAKERY,7/14/16,432.13,1,1,75
11585,EGGS,7/14/16,118,1,1,27
11586,FROZEN FOODS,7/14/16,133,1,1,26
11587,GROCERY I,7/14/16,2379,1,1,636
11588,GROCERY II,7/14/16,5,1,1,2
11589,MEATS,7/14/16,202.102,1,1,41
11590,POULTRY,7/14/16,237.466,1,1,38
11591,PRODUCE,7/14/16,1910.46,1,1,188
11592,SEAFOOD,7/14/16,25.141,1,1,7
11593,BREAD/BAKERY,7/15/16,453.581,1,1,73
11594,EGGS,7/15/16,157,1,1,28
11595,FROZEN FOODS,7/15/16,125.72,1,1,27
11596,GROCERY I,7/15/16,3094,1,1,658
11597,GROCERY II,7/15/16,10,1,1,3
11598,MEATS,7/15/16,581.066,1,1,48
11599,POULTRY,7/15/16,447.017,1,1,40
11600,PRODUCE,7/15/16,2398.715,1,1,204
11601,SEAFOOD,7/15/16,35.664,1,1,5
11602,BREAD/BAKERY,7/16/16,506.978,1,1,76
11603,EGGS,7/16/16,155,1,1,27
11604,FROZEN FOODS,7/16/16,168.251,1,1,28
11605,GROCERY I,7/16/16,2712,1,1,664
11606,GROCERY II,7/16/16,13,1,1,4
11607,MEATS,7/16/16,472.36,1,1,44
11608,POULTRY,7/16/16,329.2,1,1,35
11609,PRODUCE,7/16/16,2552.162,1,1,204
11610,SEAFOOD,7/16/16,32.208,1,1,6
11611,BREAD/BAKERY,7/17/16,146.033,1,1,48
11612,EGGS,7/17/16,85,1,1,23
11613,FROZEN FOODS,7/17/16,58,1,1,13
11614,GROCERY I,7/17/16,1070,1,1,439
11615,GROCERY II,7/17/16,1,1,1,1
11616,MEATS,7/17/16,98.819,1,1,37
11617,POULTRY,7/17/16,147.564,1,1,32
11618,PRODUCE,7/17/16,1247.28,1,1,176
11619,SEAFOOD,7/17/16,11.269,1,1,4
11620,BREAD/BAKERY,7/18/16,477.007,1,1,79
11621,EGGS,7/18/16,147,1,1,28
11622,FROZEN FOODS,7/18/16,100,1,1,23
11623,GROCERY I,7/18/16,2540,1,1,637
11624,GROCERY II,7/18/16,23,1,1,7
11625,MEATS,7/18/16,303.791,1,1,42
11626,POULTRY,7/18/16,302.264,1,1,39
11627,PRODUCE,7/18/16,2469.523,1,1,206
11628,SEAFOOD,7/18/16,22.534,1,1,4
11629,BREAD/BAKERY,7/19/16,352.954,1,1,72
11630,EGGS,7/19/16,138,1,1,27
11631,FROZEN FOODS,7/19/16,106,1,1,25
11632,GROCERY I,7/19/16,2457,1,1,652
11633,GROCERY II,7/19/16,7,1,1,4
11634,MEATS,7/19/16,259.417,1,1,43
11635,POULTRY,7/19/16,323.074,1,1,38
11636,PRODUCE,7/19/16,2229.698,1,1,203
11637,SEAFOOD,7/19/16,26.71,1,1,7
11638,BREAD/BAKERY,7/20/16,447.982,1,1,77
11639,EGGS,7/20/16,144,1,1,28
11640,FROZEN FOODS,7/20/16,97,1,1,25
11641,GROCERY I,7/20/16,2843,1,1,685
11642,GROCERY II,7/20/16,9,1,1,5
11643,MEATS,7/20/16,290.322,1,1,44
11644,POULTRY,7/20/16,329.361,1,1,40
11645,PRODUCE,7/20/16,3438.948,1,1,204
11646,SEAFOOD,7/20/16,26.519001,1,1,7
11647,BREAD/BAKERY,7/21/16,360.472,1,1,73
11648,EGGS,7/21/16,136,1,1,25
11649,FROZEN FOODS,7/21/16,106.954,1,1,25
11650,GROCERY I,7/21/16,2365,1,1,640
11651,GROCERY II,7/21/16,14,1,1,4
11652,MEATS,7/21/16,300.802,1,1,47
11653,POULTRY,7/21/16,276.451,1,1,36
11654,PRODUCE,7/21/16,2140.384,1,1,192
11655,SEAFOOD,7/21/16,20.727001,1,1,5
11656,BREAD/BAKERY,7/22/16,446.637,1,1,80
11657,EGGS,7/22/16,173,1,1,28
11658,FROZEN FOODS,7/22/16,105,1,1,24
11659,GROCERY I,7/22/16,2755,1,1,654
11660,GROCERY II,7/22/16,5,1,1,4
11661,MEATS,7/22/16,653.154,1,1,47
11662,POULTRY,7/22/16,385.994,1,1,38
11663,PRODUCE,7/22/16,2205.633,1,1,202
11664,SEAFOOD,7/22/16,40.809002,1,1,7
11665,BREAD/BAKERY,7/23/16,411.018,1,1,75
11666,EGGS,7/23/16,141,1,1,24
11667,FROZEN FOODS,7/23/16,122,1,1,24
11668,GROCERY I,7/23/16,2329,1,1,621
11669,GROCERY II,7/23/16,13,1,1,2
11670,MEATS,7/23/16,244.871,1,1,41
11671,POULTRY,7/23/16,271.69202,1,1,39
11672,PRODUCE,7/23/16,2368.766,1,1,201
11673,SEAFOOD,7/23/16,37.27,1,1,6
11674,BREAD/BAKERY,7/24/16,151.004,1,1,52
11675,EGGS,7/24/16,83,1,1,23
11676,FROZEN FOODS,7/24/16,52,1,1,18
11677,GROCERY I,7/24/16,1150,1,1,460
11678,GROCERY II,7/24/16,6,1,1,2
11679,MEATS,7/24/16,114.297005,1,1,33
11680,POULTRY,7/24/16,132.997,1,1,31
11681,PRODUCE,7/24/16,1229.18,1,1,184
11682,SEAFOOD,7/24/16,19.619999,1,1,7
11683,BREAD/BAKERY,7/25/16,379.877,1,1,76
11684,EGGS,7/25/16,132,1,1,27
11685,FROZEN FOODS,7/25/16,73,1,1,17
11686,GROCERY I,7/25/16,2285,1,1,600
11687,GROCERY II,7/25/16,8,1,1,4
11688,MEATS,7/25/16,290.647,1,1,40
11689,POULTRY,7/25/16,269.41602,1,1,37
11690,PRODUCE,7/25/16,2009.299,1,1,198
11691,SEAFOOD,7/25/16,12.473,1,1,6
11692,BREAD/BAKERY,7/26/16,347.91602,1,1,76
11693,EGGS,7/26/16,124,1,1,25
11694,FROZEN FOODS,7/26/16,105.21,1,1,27
11695,GROCERY I,7/26/16,2428,1,1,621
11696,GROCERY II,7/26/16,9,1,1,2
11697,MEATS,7/26/16,240.847,1,1,41
11698,POULTRY,7/26/16,242.36,1,1,40
11699,PRODUCE,7/26/16,2070.63,1,1,201
11700,SEAFOOD,7/26/16,17.567,1,1,6
11701,BREAD/BAKERY,7/27/16,455.612,1,1,84
11702,EGGS,7/27/16,147,1,1,27
11703,FROZEN FOODS,7/27/16,138,1,1,27
11704,GROCERY I,7/27/16,2842,1,1,672
11705,GROCERY II,7/27/16,8,1,1,4
11706,MEATS,7/27/16,280.729,1,1,42
11707,POULTRY,7/27/16,336.102,1,1,39
11708,PRODUCE,7/27/16,3816.753,1,1,213
11709,SEAFOOD,7/27/16,46.295,1,1,7
11710,BREAD/BAKERY,7/28/16,418.441,1,1,75
11711,EGGS,7/28/16,98,1,1,28
11712,FROZEN FOODS,7/28/16,239,1,1,26
11713,GROCERY I,7/28/16,2275,1,1,632
11714,GROCERY II,7/28/16,19,1,1,4
11715,MEATS,7/28/16,258.025,1,1,42
11716,POULTRY,7/28/16,263.312,1,1,36
11717,PRODUCE,7/28/16,2144.449,1,1,204
11718,SEAFOOD,7/28/16,24.325,1,1,5
11719,BREAD/BAKERY,7/29/16,411.324,1,1,72
11720,EGGS,7/29/16,148,1,1,27
11721,FROZEN FOODS,7/29/16,150.77,1,1,24
11722,GROCERY I,7/29/16,2243,1,1,635
11723,GROCERY II,7/29/16,9,1,1,4
11724,MEATS,7/29/16,648.407,1,1,48
11725,POULTRY,7/29/16,365.453,1,1,37
11726,PRODUCE,7/29/16,2096.55,1,1,203
11727,SEAFOOD,7/29/16,44.850998,1,1,6
11728,BREAD/BAKERY,7/30/16,442.965,1,1,81
11729,EGGS,7/30/16,173,1,1,28
11730,FROZEN FOODS,7/30/16,104,1,1,24
11731,GROCERY I,7/30/16,2697,1,1,661
11732,GROCERY II,7/30/16,4,1,1,2
11733,MEATS,7/30/16,258.242,1,1,42
11734,POULTRY,7/30/16,308.202,1,1,40
11735,PRODUCE,7/30/16,2735.929,1,1,211
11736,SEAFOOD,7/30/16,28.36,1,1,7
11737,BREAD/BAKERY,7/31/16,128.513,1,1,44
11738,EGGS,7/31/16,78,1,1,23
11739,FROZEN FOODS,7/31/16,41,1,1,16
11740,GROCERY I,7/31/16,1047,1,1,432
